# java.version=25.0.2.0.101 tzdata=2026a
Asia/Beirut	Asia/Beirut	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Asia/Bishkek	Asia/Bishkek	false	Kyrgyzstan Time	Bishkek Daylight Time	GMT+06:00	GMT+07:00
Asia/Brunei	Asia/Brunei	false	Brunei Time	Brunei Daylight Time	GMT+08:00	GMT+08:20
Asia/Calcutta	Asia/Calcutta	false	India Standard Time	Kolkata Daylight Time	IST	IST
Asia/Chita	Asia/Chita	false	Yakutsk Standard Time	Yakutsk Summer Time	GMT+09:00	GMT+10:00
Asia/Choibalsan	Asia/Choibalsan	false	Ulaanbaatar Standard Time	Ulaanbaatar Summer Time	GMT+08:00	GMT+09:00
Asia/Chongqing	Asia/Chongqing	false	China Standard Time	China Daylight Time	CST	CDT
Asia/Chungking	Asia/Chungking	false	China Standard Time	China Daylight Time	CST	CDT
Asia/Colombo	Asia/Colombo	false	India Standard Time	Colombo Daylight Time	IST	IST
Asia/Dacca	Asia/Dacca	false	Bangladesh Standard Time	Bangladesh Summer Time	GMT+06:00	GMT+07:00
Asia/Damascus	Asia/Damascus	false	Damascus Standard Time	Damascus Daylight Time	GMT+03:00	GMT+04:00
Asia/Dhaka	Asia/Dhaka	false	Bangladesh Standard Time	Bangladesh Summer Time	GMT+06:00	GMT+07:00
Asia/Dili	Asia/Dili	false	Timor-Leste Time	Dili Daylight Time	GMT+09:00	GMT+09:00
Asia/Dubai	Asia/Dubai	false	Gulf Standard Time	Dubai Daylight Time	GMT+04:00	GMT+04:00
Asia/Dushanbe	Asia/Dushanbe	false	Tajikistan Time	Dushanbe Daylight Time	GMT+05:00	GMT+06:00
Asia/Famagusta	Asia/Famagusta	true	Famagusta Standard Time	Famagusta Daylight Time	EET	EEST
Asia/Gaza	Asia/Gaza	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Asia/Harbin	Asia/Harbin	false	China Standard Time	China Daylight Time	CST	CDT
Asia/Hebron	Asia/Hebron	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Asia/Ho_Chi_Minh	Asia/Ho_Chi_Minh	false	Indochina Time	Ho Chi Minh City Daylight Time	GMT+07:00	GMT+07:00
Asia/Hong_Kong	Asia/Hong_Kong	false	Hong Kong Standard Time	Hong Kong Summer Time	HKT	HKST
Asia/Hovd	Asia/Hovd	false	Hovd Standard Time	Hovd Summer Time	GMT+07:00	GMT+08:00
Asia/Irkutsk	Asia/Irkutsk	false	Irkutsk Standard Time	Irkutsk Summer Time	GMT+08:00	GMT+09:00
Asia/Istanbul	Asia/Istanbul	false	Istanbul Standard Time	Istanbul Daylight Time	GMT+03:00	GMT+04:00
Asia/Jakarta	Asia/Jakarta	false	Western Indonesia Time	Jakarta Daylight Time	WIB	WIB
Asia/Jayapura	Asia/Jayapura	false	Eastern Indonesia Time	Jayapura Daylight Time	WIT	WIT
Asia/Jerusalem	Asia/Jerusalem	true	Israel Standard Time	Israel Daylight Time	IST	IDT
Asia/Kabul	Asia/Kabul	false	Afghanistan Time	Kabul Daylight Time	GMT+04:30	GMT+04:30
Asia/Kamchatka	Asia/Kamchatka	false	Kamchatka Standard Time	Kamchatka Summer Time	GMT+12:00	GMT+13:00
Asia/Karachi	Asia/Karachi	false	Pakistan Standard Time	Pakistan Summer Time	PKT	PKST
Asia/Kashgar	Asia/Kashgar	false	Urumqi Standard Time	Urumqi Daylight Time	GMT+06:00	GMT+06:00
Asia/Kathmandu	Asia/Kathmandu	false	Nepal Time	Kathmandu Daylight Time	GMT+05:45	GMT+05:45
Asia/Katmandu	Asia/Katmandu	false	Nepal Time	Kathmandu Daylight Time	GMT+05:45	GMT+05:45
Asia/Khandyga	Asia/Khandyga	false	Yakutsk Standard Time	Yakutsk Summer Time	GMT+09:00	GMT+10:00
Asia/Kolkata	Asia/Kolkata	false	India Standard Time	Kolkata Daylight Time	IST	IST
Asia/Krasnoyarsk	Asia/Krasnoyarsk	false	Krasnoyarsk Standard Time	Krasnoyarsk Summer Time	GMT+07:00	GMT+08:00
Asia/Kuala_Lumpur	Asia/Kuala_Lumpur	false	Malaysia Time	Kuala Lumpur Daylight Time	GMT+08:00	GMT+08:20
Asia/Kuching	Asia/Kuching	false	Brunei Time	Kuching Daylight Time	GMT+08:00	GMT+08:20
Asia/Kuwait	Asia/Kuwait	false	Arabian Standard Time	Arabian Daylight Time	GMT+03:00	GMT+03:00
Asia/Macao	Asia/Macao	false	China Standard Time	China Daylight Time	CST	CDT
Asia/Macau	Asia/Macau	false	China Standard Time	China Daylight Time	CST	CDT
Asia/Magadan	Asia/Magadan	false	Magadan Standard Time	Magadan Summer Time	GMT+11:00	GMT+12:00
Asia/Makassar	Asia/Makassar	false	Central Indonesia Time	Makassar Daylight Time	WITA	WITA
Asia/Manila	Asia/Manila	false	Philippine Standard Time	Philippine Summer Time	PST	PDT
Asia/Muscat	Asia/Muscat	false	Gulf Standard Time	Muscat Daylight Time	GMT+04:00	GMT+04:00
Asia/Nicosia	Asia/Nicosia	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Asia/Novokuznetsk	Asia/Novokuznetsk	false	Krasnoyarsk Standard Time	Krasnoyarsk Summer Time	GMT+07:00	GMT+08:00
Asia/Novosibirsk	Asia/Novosibirsk	false	Novosibirsk Standard Time	Novosibirsk Summer Time	GMT+07:00	GMT+08:00
Asia/Omsk	Asia/Omsk	false	Omsk Standard Time	Omsk Summer Time	GMT+06:00	GMT+07:00
Asia/Oral	Asia/Oral	false	Kazakhstan Time	Oral Daylight Time	GMT+05:00	GMT+06:00
Asia/Phnom_Penh	Asia/Phnom_Penh	false	Indochina Time	Phnom Penh Daylight Time	GMT+07:00	GMT+07:00
Asia/Pontianak	Asia/Pontianak	false	Western Indonesia Time	Pontianak Daylight Time	WIB	WIB
Asia/Pyongyang	Asia/Pyongyang	false	Korean Standard Time	Korean Daylight Time	KST	KST
Asia/Qatar	Asia/Qatar	false	Arabian Standard Time	Arabian Daylight Time	GMT+03:00	GMT+03:00
Asia/Qostanay	Asia/Qostanay	false	Kazakhstan Time	Kostanay Daylight Time	GMT+05:00	GMT+06:00
Asia/Qyzylorda	Asia/Qyzylorda	false	Kazakhstan Time	Qyzylorda Daylight Time	GMT+05:00	GMT+06:00
Asia/Rangoon	Asia/Rangoon	false	Myanmar Time	Yangon Daylight Time	GMT+06:30	GMT+06:30
Asia/Riyadh	Asia/Riyadh	false	Arabian Standard Time	Arabian Daylight Time	GMT+03:00	GMT+03:00
Asia/Saigon	Asia/Saigon	false	Indochina Time	Ho Chi Minh City Daylight Time	GMT+07:00	GMT+07:00
Asia/Sakhalin	Asia/Sakhalin	false	Sakhalin Standard Time	Sakhalin Summer Time	GMT+11:00	GMT+12:00
Asia/Samarkand	Asia/Samarkand	false	Uzbekistan Standard Time	Uzbekistan Summer Time	GMT+05:00	GMT+06:00
Asia/Seoul	Asia/Seoul	false	Korean Standard Time	Korean Daylight Time	KST	KST
Asia/Shanghai	Asia/Shanghai	false	China Standard Time	China Daylight Time	CST	CDT
Asia/Singapore	Asia/Singapore	false	Singapore Standard Time	Singapore Daylight Time	GMT+08:00	GMT+08:20
Asia/Srednekolymsk	Asia/Srednekolymsk	false	Srednekolymsk Standard Time	Srednekolymsk Daylight Time	GMT+11:00	GMT+12:00
Asia/Taipei	Asia/Taipei	false	Taiwan Standard Time	Taiwan Daylight Time	CST	CDT
Asia/Tashkent	Asia/Tashkent	false	Uzbekistan Standard Time	Uzbekistan Summer Time	GMT+05:00	GMT+06:00
Asia/Tbilisi	Asia/Tbilisi	false	Georgia Standard Time	Georgia Summer Time	GMT+04:00	GMT+05:00
Asia/Tehran	Asia/Tehran	false	Iran Standard Time	Iran Daylight Time	GMT+03:30	GMT+04:30
Asia/Tel_Aviv	Asia/Tel_Aviv	true	Israel Standard Time	Israel Daylight Time	IST	IDT
Asia/Thimbu	Asia/Thimbu	false	Bhutan Time	Thimphu Daylight Time	GMT+06:00	GMT+06:00
Asia/Thimphu	Asia/Thimphu	false	Bhutan Time	Thimphu Daylight Time	GMT+06:00	GMT+06:00
Asia/Tokyo	Asia/Tokyo	false	Japan Standard Time	Japan Daylight Time	JST	JDT
Asia/Tomsk	Asia/Tomsk	false	Tomsk Standard Time	Tomsk Daylight Time	GMT+07:00	GMT+08:00
Asia/Ujung_Pandang	Asia/Ujung_Pandang	false	Central Indonesia Time	Makassar Daylight Time	WITA	WITA
Asia/Ulaanbaatar	Asia/Ulaanbaatar	false	Ulaanbaatar Standard Time	Ulaanbaatar Summer Time	GMT+08:00	GMT+09:00
Asia/Ulan_Bator	Asia/Ulan_Bator	false	Ulaanbaatar Standard Time	Ulaanbaatar Summer Time	GMT+08:00	GMT+09:00
Asia/Urumqi	Asia/Urumqi	false	Urumqi Standard Time	Urumqi Daylight Time	GMT+06:00	GMT+06:00
Asia/Ust-Nera	Asia/Ust-Nera	false	Vladivostok Standard Time	Vladivostok Summer Time	GMT+10:00	GMT+11:00
Asia/Vientiane	Asia/Vientiane	false	Indochina Time	Vientiane Daylight Time	GMT+07:00	GMT+07:00
Asia/Vladivostok	Asia/Vladivostok	false	Vladivostok Standard Time	Vladivostok Summer Time	GMT+10:00	GMT+11:00
Asia/Yakutsk	Asia/Yakutsk	false	Yakutsk Standard Time	Yakutsk Summer Time	GMT+09:00	GMT+10:00
Asia/Yangon	Asia/Yangon	false	Cocos Islands Time	Yangon Daylight Time	GMT+06:30	GMT+06:30
Asia/Yekaterinburg	Asia/Yekaterinburg	false	Yekaterinburg Standard Time	Yekaterinburg Summer Time	GMT+05:00	GMT+06:00
Asia/Yerevan	Asia/Yerevan	false	Armenia Standard Time	Armenia Summer Time	GMT+04:00	GMT+05:00
Atlantic/Azores	Atlantic/Azores	true	Azores Standard Time	Azores Summer Time	GMT-01:00	GMT
Atlantic/Bermuda	Atlantic/Bermuda	true	Atlantic Standard Time	Atlantic Daylight Time	AST	ADT
Atlantic/Canary	Atlantic/Canary	true	Western European Standard Time	Western European Summer Time	WET	WEST
Atlantic/Cape_Verde	Atlantic/Cape_Verde	false	Cape Verde Standard Time	Cape Verde Summer Time	GMT-01:00	GMT
Atlantic/Faeroe	Atlantic/Faeroe	true	Western European Standard Time	Western European Summer Time	WET	WEST
Atlantic/Faroe	Atlantic/Faroe	true	Western European Standard Time	Western European Summer Time	WET	WEST
Atlantic/Jan_Mayen	Atlantic/Jan_Mayen	true	Central European Standard Time	Central European Summer Time	CET	CEST
Atlantic/Madeira	Atlantic/Madeira	true	Western European Standard Time	Western European Summer Time	WET	WEST
Atlantic/Reykjavik	Atlantic/Reykjavik	false	Greenwich Mean Time	Reykjavik Daylight Time	GMT	GMT
Atlantic/South_Georgia	Atlantic/South_Georgia	false	South Georgia Time	South Georgia Daylight Time	GMT-02:00	GMT-02:00
Atlantic/St_Helena	Atlantic/St_Helena	false	Greenwich Mean Time	St. Helena Daylight Time	GMT	GMT
Atlantic/Stanley	Atlantic/Stanley	false	Falkland Islands Standard Time	Falkland Islands Summer Time	GMT-03:00	GMT-02:00
Australia/ACT	Australia/ACT	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Adelaide	Australia/Adelaide	true	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
Australia/Brisbane	Australia/Brisbane	false	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Broken_Hill	Australia/Broken_Hill	true	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
Australia/Canberra	Australia/Canberra	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Currie	Australia/Currie	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Darwin	Australia/Darwin	false	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
Australia/Eucla	Australia/Eucla	false	Australian Central Western Standard Time	Australian Central Western Daylight Time	GMT+08:45	GMT+09:45
Australia/Hobart	Australia/Hobart	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/LHI	Australia/LHI	true	Lord Howe Standard Time	Lord Howe Daylight Time	GMT+10:30	GMT+11:00
Australia/Lindeman	Australia/Lindeman	false	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Lord_Howe	Australia/Lord_Howe	true	Lord Howe Standard Time	Lord Howe Daylight Time	GMT+10:30	GMT+11:00
Australia/Melbourne	Australia/Melbourne	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/NSW	Australia/NSW	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/North	Australia/North	false	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
Australia/Perth	Australia/Perth	false	Australian Western Standard Time	Australian Western Daylight Time	AWST	AWDT
Australia/Queensland	Australia/Queensland	false	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/South	Australia/South	true	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
Australia/Sydney	Australia/Sydney	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Tasmania	Australia/Tasmania	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/Victoria	Australia/Victoria	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
Australia/West	Australia/West	false	Australian Western Standard Time	Australian Western Daylight Time	AWST	AWDT
Australia/Yancowinna	Australia/Yancowinna	true	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
Brazil/Acre	Brazil/Acre	false	Acre Standard Time	Acre Summer Time	GMT-05:00	GMT-04:00
Brazil/DeNoronha	Brazil/DeNoronha	false	Fernando de Noronha Standard Time	Fernando de Noronha Summer Time	GMT-02:00	GMT-01:00
Brazil/East	Brazil/East	false	Brasilia Standard Time	Brasilia Summer Time	GMT-03:00	GMT-02:00
Brazil/West	Brazil/West	false	Amazon Standard Time	Amazon Summer Time	GMT-04:00	GMT-03:00
CET	CET	true	Central European Standard Time	Central European Summer Time	CET	CEST
CST6CDT	CST6CDT	true	Central Standard Time	Central Daylight Time	CST	CDT
Canada/Atlantic	Canada/Atlantic	true	Atlantic Standard Time	Atlantic Daylight Time	AST	ADT
Canada/Central	Canada/Central	true	Central Standard Time	Central Daylight Time	CST	CDT
Canada/Eastern	Canada/Eastern	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
Canada/Mountain	Canada/Mountain	true	Mountain Standard Time	Mountain Daylight Time	MST	MDT
Canada/Newfoundland	Canada/Newfoundland	true	Newfoundland Standard Time	Newfoundland Daylight Time	NST	NDT
Canada/Pacific	Canada/Pacific	true	Pacific Standard Time	Pacific Daylight Time	PST	PDT
Canada/Saskatchewan	Canada/Saskatchewan	false	Central Standard Time	Central Daylight Time	CST	CDT
Canada/Yukon	Canada/Yukon	false	Yukon Time	Whitehorse Daylight Time	MST	MST
Chile/Continental	Chile/Continental	true	Chile Standard Time	Chile Summer Time	GMT-04:00	GMT-03:00
Chile/EasterIsland	Chile/EasterIsland	true	Easter Island Standard Time	Easter Island Summer Time	GMT-06:00	GMT-05:00
Cuba	Cuba	true	Cuba Standard Time	Cuba Daylight Time	CST	CDT
EET	EET	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
EST5EDT	EST5EDT	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
Egypt	Egypt	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Eire	Eire	true	Greenwich Mean Time	Irish Standard Time	GMT	IST
Etc/GMT	Etc/GMT	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Etc/GMT+0	Etc/GMT+0	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Etc/GMT+1	Etc/GMT+1	false	GMT-01:00	GMT-01:00	GMT-01:00	GMT-01:00
Etc/GMT+10	Etc/GMT+10	false	GMT-10:00	GMT-10:00	GMT-10:00	GMT-10:00
Etc/GMT+11	Etc/GMT+11	false	GMT-11:00	GMT-11:00	GMT-11:00	GMT-11:00
Etc/GMT+12	Etc/GMT+12	false	GMT-12:00	GMT-12:00	GMT-12:00	GMT-12:00
Etc/GMT+2	Etc/GMT+2	false	GMT-02:00	GMT-02:00	GMT-02:00	GMT-02:00
Etc/GMT+3	Etc/GMT+3	false	GMT-03:00	GMT-03:00	GMT-03:00	GMT-03:00
Etc/GMT+4	Etc/GMT+4	false	GMT-04:00	GMT-04:00	GMT-04:00	GMT-04:00
Etc/GMT+5	Etc/GMT+5	false	GMT-05:00	GMT-05:00	GMT-05:00	GMT-05:00
Etc/GMT+6	Etc/GMT+6	false	GMT-06:00	GMT-06:00	GMT-06:00	GMT-06:00
Etc/GMT+7	Etc/GMT+7	false	GMT-07:00	GMT-07:00	GMT-07:00	GMT-07:00
Etc/GMT+8	Etc/GMT+8	false	GMT-08:00	GMT-08:00	GMT-08:00	GMT-08:00
Etc/GMT+9	Etc/GMT+9	false	GMT-09:00	GMT-09:00	GMT-09:00	GMT-09:00
Etc/GMT-0	Etc/GMT-0	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Etc/GMT-1	Etc/GMT-1	false	GMT+01:00	GMT+01:00	GMT+01:00	GMT+01:00
Etc/GMT-10	Etc/GMT-10	false	GMT+10:00	GMT+10:00	GMT+10:00	GMT+10:00
Etc/GMT-11	Etc/GMT-11	false	GMT+11:00	GMT+11:00	GMT+11:00	GMT+11:00
Etc/GMT-12	Etc/GMT-12	false	GMT+12:00	GMT+12:00	GMT+12:00	GMT+12:00
Etc/GMT-13	Etc/GMT-13	false	GMT+13:00	GMT+13:00	GMT+13:00	GMT+13:00
Etc/GMT-14	Etc/GMT-14	false	GMT+14:00	GMT+14:00	GMT+14:00	GMT+14:00
Etc/GMT-2	Etc/GMT-2	false	GMT+02:00	GMT+02:00	GMT+02:00	GMT+02:00
Etc/GMT-3	Etc/GMT-3	false	GMT+03:00	GMT+03:00	GMT+03:00	GMT+03:00
Etc/GMT-4	Etc/GMT-4	false	GMT+04:00	GMT+04:00	GMT+04:00	GMT+04:00
Etc/GMT-5	Etc/GMT-5	false	GMT+05:00	GMT+05:00	GMT+05:00	GMT+05:00
Etc/GMT-6	Etc/GMT-6	false	GMT+06:00	GMT+06:00	GMT+06:00	GMT+06:00
Etc/GMT-7	Etc/GMT-7	false	GMT+07:00	GMT+07:00	GMT+07:00	GMT+07:00
Etc/GMT-8	Etc/GMT-8	false	GMT+08:00	GMT+08:00	GMT+08:00	GMT+08:00
Etc/GMT-9	Etc/GMT-9	false	GMT+09:00	GMT+09:00	GMT+09:00	GMT+09:00
Etc/GMT0	Etc/GMT0	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Etc/Greenwich	Etc/Greenwich	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Etc/UCT	Etc/UCT	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
Etc/UTC	Etc/UTC	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
Etc/Universal	Etc/Universal	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
Etc/Zulu	Etc/Zulu	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
Europe/Amsterdam	Europe/Amsterdam	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Andorra	Europe/Andorra	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Astrakhan	Europe/Astrakhan	false	Astrakhan Standard Time	Astrakhan Daylight Time	GMT+04:00	GMT+05:00
Europe/Athens	Europe/Athens	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Belfast	Europe/Belfast	true	Greenwich Mean Time	British Summer Time	GMT	BST
Europe/Belgrade	Europe/Belgrade	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Berlin	Europe/Berlin	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Bratislava	Europe/Bratislava	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Brussels	Europe/Brussels	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Bucharest	Europe/Bucharest	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Budapest	Europe/Budapest	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Busingen	Europe/Busingen	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Chisinau	Europe/Chisinau	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Copenhagen	Europe/Copenhagen	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Dublin	Europe/Dublin	true	Greenwich Mean Time	Irish Standard Time	GMT	IST
Europe/Gibraltar	Europe/Gibraltar	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Guernsey	Europe/Guernsey	true	Greenwich Mean Time	British Summer Time	GMT	BST
Europe/Helsinki	Europe/Helsinki	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Isle_of_Man	Europe/Isle_of_Man	true	Greenwich Mean Time	British Summer Time	GMT	BST
Europe/Istanbul	Europe/Istanbul	false	Istanbul Standard Time	Istanbul Daylight Time	GMT+03:00	GMT+04:00
Europe/Jersey	Europe/Jersey	true	Greenwich Mean Time	British Summer Time	GMT	BST
Europe/Kaliningrad	Europe/Kaliningrad	false	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Kiev	Europe/Kiev	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Kirov	Europe/Kirov	false	Kirov Standard Time	Kirov Daylight Time	MSK	MSK
Europe/Kyiv	Europe/Kyiv	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Lisbon	Europe/Lisbon	true	Western European Standard Time	Western European Summer Time	WET	WEST
Europe/Ljubljana	Europe/Ljubljana	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/London	Europe/London	true	Greenwich Mean Time	British Summer Time	GMT	BST
Europe/Luxembourg	Europe/Luxembourg	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Madrid	Europe/Madrid	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Malta	Europe/Malta	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Mariehamn	Europe/Mariehamn	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Minsk	Europe/Minsk	false	Moscow Standard Time	Moscow Summer Time	MSK	MSK
Europe/Monaco	Europe/Monaco	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Moscow	Europe/Moscow	false	Moscow Standard Time	Moscow Summer Time	MSK	MSK
Europe/Nicosia	Europe/Nicosia	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Oslo	Europe/Oslo	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Paris	Europe/Paris	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Podgorica	Europe/Podgorica	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Prague	Europe/Prague	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Riga	Europe/Riga	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Rome	Europe/Rome	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Samara	Europe/Samara	false	Samara Standard Time	Samara Summer Time	GMT+04:00	GMT+05:00
Europe/San_Marino	Europe/San_Marino	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Sarajevo	Europe/Sarajevo	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Saratov	Europe/Saratov	false	Saratov Standard Time	Saratov Daylight Time	GMT+04:00	GMT+05:00
Europe/Simferopol	Europe/Simferopol	false	Moscow Standard Time	Moscow Summer Time	MSK	MSK
Europe/Skopje	Europe/Skopje	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Sofia	Europe/Sofia	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Stockholm	Europe/Stockholm	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Tallinn	Europe/Tallinn	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Tirane	Europe/Tirane	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Tiraspol	Europe/Tiraspol	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Ulyanovsk	Europe/Ulyanovsk	false	Ulyanovsk Standard Time	Ulyanovsk Daylight Time	GMT+04:00	GMT+05:00
Europe/Uzhgorod	Europe/Uzhgorod	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Vaduz	Europe/Vaduz	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Vatican	Europe/Vatican	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Vienna	Europe/Vienna	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Vilnius	Europe/Vilnius	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Volgograd	Europe/Volgograd	false	Volgograd Standard Time	Volgograd Summer Time	MSK	MSK
Europe/Warsaw	Europe/Warsaw	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Zagreb	Europe/Zagreb	true	Central European Standard Time	Central European Summer Time	CET	CEST
Europe/Zaporozhye	Europe/Zaporozhye	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
Europe/Zurich	Europe/Zurich	true	Central European Standard Time	Central European Summer Time	CET	CEST
GB	GB	true	Greenwich Mean Time	British Summer Time	GMT	BST
GB-Eire	GB-Eire	true	Greenwich Mean Time	British Summer Time	GMT	BST
GMT	GMT	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
GMT0	GMT0	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Greenwich	Greenwich	false	Greenwich Mean Time	Greenwich Mean Time	GMT	GMT
Hongkong	Hongkong	false	Hong Kong Standard Time	Hong Kong Summer Time	HKT	HKST
Iceland	Iceland	false	Greenwich Mean Time	Reykjavik Daylight Time	GMT	GMT
Indian/Antananarivo	Indian/Antananarivo	false	East Africa Time	Antananarivo Daylight Time	EAT	EAT
Indian/Chagos	Indian/Chagos	false	Indian Ocean Time	Chagos Daylight Time	GMT+06:00	GMT+06:00
Indian/Christmas	Indian/Christmas	false	Christmas Island Time	Christmas Island Daylight Time	GMT+07:00	GMT+07:00
Indian/Cocos	Indian/Cocos	false	Cocos Islands Time	Cocos Islands Daylight Time	GMT+06:30	GMT+06:30
Indian/Comoro	Indian/Comoro	false	East Africa Time	Comoro Daylight Time	EAT	EAT
Indian/Kerguelen	Indian/Kerguelen	false	French Southern & Antarctic Time	Kerguelen Daylight Time	GMT+05:00	GMT+05:00
Indian/Mahe	Indian/Mahe	false	Seychelles Time	Mahe Daylight Time	GMT+04:00	GMT+04:00
Indian/Maldives	Indian/Maldives	false	French Southern & Antarctic Time	Maldives Daylight Time	GMT+05:00	GMT+05:00
Indian/Mauritius	Indian/Mauritius	false	Mauritius Standard Time	Mauritius Summer Time	GMT+04:00	GMT+05:00
Indian/Mayotte	Indian/Mayotte	false	East Africa Time	Mayotte Daylight Time	EAT	EAT
Indian/Reunion	Indian/Reunion	false	Réunion Time	Réunion Daylight Time	GMT+04:00	GMT+04:00
Iran	Iran	false	Iran Standard Time	Iran Daylight Time	GMT+03:30	GMT+04:30
Israel	Israel	true	Israel Standard Time	Israel Daylight Time	IST	IDT
Jamaica	Jamaica	false	Eastern Standard Time	Eastern Daylight Time	EST	EDT
Japan	Japan	false	Japan Standard Time	Japan Daylight Time	JST	JDT
Kwajalein	Kwajalein	false	Marshall Islands Time	Kwajalein Daylight Time	GMT+12:00	GMT+12:00
Libya	Libya	false	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
